protein_id,class_id
7peu_4:U:d_model1,79
8agx_13:M:M_model1,45
6y9x_1:E:G_model1,8
3j3q_1:NUA:c1_model1,8
7b7d_13:M:W_model1,16
3j3y_1:UG:f9_model1,8
3j3y_1:ZP:m_model1,8
3j8k_1:C:C_model1,90
3j3q_1:ZPA:lu_model1,8
3j3q_1:IVA:8L_model1,8
9fh9_4:I:G_model1,14
3u9d_1:A:A_model1,90
6yn1_1:P:Z_model1,14
6bht_1:I:I_model1,25
6i7o_40:XC:ab_model1,83
6t90_3:C:C_model1,14
4u55_23:XC:d1_model1,83
5z23_4:D:D_model1,56
3j3q_1:ZG:lb_model1,8
6mse_33:GA:S_model1,92
3j3y_1:XK:hQ_model1,8
3j3q_1:LNA:a9_model1,8
3j3y_1:HF:6F_model1,8
8cku_63:KB:f_model1,87
3j3y_1:OT:bG_model1,8
5lf7_13:M:a_model1,33
4okp_1:A:A_model1,54
6ls8_1:D:G_model1,88
3rel_4:D:D_model1,70
4u0d_1:C:C_model1,25
3h47_1:A:A_model1,25
8bjq_19:S:LP_model1,37
5apn_29:CA:a_model1,74
6bmg_1:A:A_model1,88
7vuz_2:B:A_model1,21
6ke9_4:H:H_model1,56
3j3q_1:DUA:4A_model1,8
8shq_3:C:A_model1,7
5j2q_1:A:A_model1,32
8qv1_1:A:A_model1,25
1vrt_1:A:A_model1,22
6m44_3:M:M_model1,14
5i4l_43:QA:L6_model1,5
8eue_4:G:H_model1,80
7v9k_3:W:g_model1,14
7v96_5:E:C_model1,14
7u5z_1:A:A_model1,9
3j3q_1:YOA:kv_model1,8
8cze_4:D:D_model1,70
8qkt_4:D:DDD_model1,56
7xfc_3:C:C_model1,49
8a2y_1:B:B_model1,90
6qbx_50:IB:B8_model1,81
3j3q_1:CKA:30_model1,8
4ld9_3:G:G_model1,40
3j3q_1:ZK:lj_model1,8
8jh2_23:AA:c_model1,14
8jcc_3:G:G_model1,14
7dgn_1:B:B_model1,88
4eah_1:A:D_model1,90
5t0g_13:M:S_model1,92
7dgs_52:LB:s_model1,46
7w3b_17:Q:q_model1,69
5xth_26:AA:c_model1,18
7vdn_1:A:A_model1,19
4u52_53:AB:M7_model1,37
8iah_5:P:F_model1,61
3j3q_1:EG:4Y_model1,8
7x0s_1:A:K_model1,75
1hgi_2:B:B_model1,53
3j3y_1:QRA:cf_model1,8
3j3q_1:UG:hL_model1,8
3j3q_1:XQA:k9_model1,8
3j3y_1:FI:4u_model1,8
3j3q_1:IN:84_model1,8
8x1c_1:E:E_model1,31
8ca3_36:KA:l_model1,18
7qy7_27:AA:O_model1,71
7plx_3:C:C_model1,90
3j82_2:C:C_model1,61
8sn8_4:D:D_model1,56
7nep_1:A:A_model1,90
3dj6_1:A:A_model1,68
3j3q_1:HPA:7K_model1,8
8a2u_1:A:A_model1,90
1e6j_3:C:P_model1,8
4pqu_1:A:A_model1,47
3j3q_1:QCA:dw_model1,8
8thx_1:B:B_model1,61
4u4z_61:KE:n5_model1,62
3j3q_1:QLA:eD_model1,8
3jct_5:E:E_model1,5
6j4w_22:V:d_model1,56
7v9k_3:S:c_model1,14
5vfr_24:LA:S_model1,92
6bnp_2:J:D_model1,90
7bg9_4:D:L_model1,14
6t24_1:C:C_model1,90
3j3y_1:UU:fZ_model1,8
8tj6_2:D:D_model1,51
8ugh_52:KB:3U_model1,96
3x1u_5:J:H_model1,56
5i4l_19:S:C7_model1,0
4jhd_2:B:B_model1,61
5afu_6:N:H_model1,61
3j3q_1:LDA:Q_model1,8
7suk_11:K:L9_model1,16
3j3y_1:RM:dC_model1,8
4u4q_15:O:C3_model1,91
5dge_24:X:D2_model1,17
5dge_53:CE:m7_model1,37
5lf4_8:V:V_model1,71
8bqx_8:H:G_model1,0
3j3q_1:ZE:lP_model1,8
8oi6_1:A:A_model1,61
7u46_3:C:C_model1,31
1git_1:A:A_model1,94
7n8b_47:UA:BC_model1,87
6bht_1:C:C_model1,25
3dle_1:A:A_model1,22
8av6_11:S:S_model1,14
1p3b_5:J:H_model1,93
4kz9_1:B:B_model1,54
4lv2_1:B:B_model1,54
7zw0_7:G:sR_model1,87
6j4y_21:U:c_model1,86
3j3q_1:LC:N_model1,8
7lum_8:O:G_model1,7
4u4q_23:XC:d1_model1,83
6bht_1:L:L_model1,25
8tj6_2:F:F_model1,51
7cin_1:A:A_model1,57
2o5o_1:A:X_model1,15
4u4u_19:S:C7_model1,0
6gsm_6:F:C_model1,65
6zkf_40:OA:v_model1,81
5b24_3:G:G_model1,86
7lup_8:P:O_model1,7
4g5r_1:B:B_model1,94
4h4m_1:A:A_model1,9
6vyp_4:H:H_model1,70
7dz8_3:C:C_model1,43
8y0u_28:BA:LX_model1,62
6epd_13:M:6_model1,28
6hhq_26:SB:8_model1,62
5mvy_1:F:F_model1,90
8bji_1:A:A_model1,90
5b33_4:H:H_model1,56
5vfu_31:EA:T_model1,33
6em1_19:S:E_model1,5
4u4r_15:O:C3_model1,91
5x0x_4:H:H_model1,70
4j8w_3:G:G_model1,14
7pj1_1:A:A_model20,14
7pfa_4:L:N_model1,79
3aze_3:G:G_model1,86
1p3b_5:F:D_model1,93
8cf5_64:LB:f_model1,87
3j3y_1:XH:hK_model1,8
3j3y_1:DEA:3K_model1,8
4a0o_1:K:K_model1,66
6xir_31:EA:a_model1,74
7nkx_14:R:h_model1,80
3j3q_1:LGA:W_model1,8
4u4q_61:KE:n5_model1,62
3j3y_1:WJ:gg_model1,8
3azj_4:H:H_model1,56
3j3q_1:WJA:j6_model1,8
3av2_4:H:H_model1,56
1s1u_1:A:A_model1,32
6wvt_1:D:F_model1,90
5mei_8:H:n_model1,5
8agv_48:VA:w_model1,55
7nep_1:F:F_model1,90
3j3q_1:IX:8O_model1,8
7nan_10:J:J_model1,69
8smy_4:D:D_model1,56
6i84_6:J:W_model1,80
3j3q_1:KDA:9Q_model1,8
3j3y_1:AL:1L_model1,8
3j3q_1:FJA:5U_model1,8
3j3q_1:SOA:fy_model1,8
7dbh_3:G:G_model1,86
3j3q_1:HNA:7G_model1,8
3j3q_1:PL:dN_model1,8
3j3q_1:JB:8W_model1,8
2v1e_1:A:A_model1,15
6t1y_1:E:E_model1,90
6anu_1:B:B_model1,61
5xm0_3:C:C_model1,86
6waz_1:A:A_model1,32
5vtr_2:B:B_model1,59
3j3y_1:U:ex_model1,8
3j3y_1:GO:5p_model1,8
8sn6_3:G:G_model1,14
5vty_2:D:D_model1,59
7v9c_6:N:N_model1,56
3tpq_1:C:C_model1,90
8i9u_4:L:L_model1,52
3une_8:V:j_model1,3
6t24_1:E:E_model1,90
7so1_1:A:A_model1,9
7uuw_1:A:A_model1,90
7kjv_1:A:A_model1,32
3j3y_1:XIA:hN_model1,8
5nw4_11:R:V_model1,61
7w3i_19:GA:R_model1,60
1mwd_1:B:B_model1,88
6l9h_4:H:H_model1,56
3j3q_1:DK:3q_model1,8
8a2r_1:B:B_model1,90
3j3y_1:VNA:g6_model1,8
7zux_44:RA:EE_model1,2
6qb8_3:C:D_model1,52
8d3b_1:B:B_model1,8
6upw_2:F:D_model1,90
5ndv_18:RC:m7_model1,37
8x7k_3:C:C_model1,14
8t9f_7:K:H_model1,80
7w3i_21:IA:T_model1,33
6kdk_1:A:A_model1,32
5obm_26:Z:n5_model1,62
8d3b_1:C:C_model1,8
3j3q_1:BPA:2K_model1,8
8v4y_4:D:D_model1,70
5lf3_8:H:H_model1,71
1o1c_4:CA:2_model1,90
7z34_31:EA:Z_model1,45
4pki_1:A:A_model1,90
8qui_1:A:A_model1,25
7ohc_4:D:D_model1,70
3j3q_1:TAA:gL_model1,8
1mqm_2:B:B_model1,51
7wz3_1:A:A_model1,7
6qc5_40:OA:B8_model1,81
3j3y_1:BE:1r_model1,8
4v9m_24:FC:BC_model1,11
3j3q_1:R:ef_model1,8
6xbl_2:B:A_model1,21
3j3q_1:XB:jf_model1,8
8ewb_63:KB:Aa_model1,74
5vtz_2:F:F_model1,59
6se6_3:C:C_model1,14
8tof_10:P:g_model1,40
3j3y_1:FY:5K_model1,8
7x7y_3:K:d_model1,52
8cxb_15:EA:M_model1,33
5lex_8:V:V_model1,71
6xiq_33:GA:a_model1,74
8ugi_52:KB:3U_model1,96
8c3a_69:QB:DJ_model1,4
8tj4_2:B:B_model1,51
3j3y_1:QIA:cN_model1,8
5orw_1:A:A_model1,67
5mei_71:LD:X_model1,17
7dbp_4:D:C_model1,14
5m1j_30:DA:W2_model1,17
6dtw_1:A:A_model1,32
6zg8_1:A:G_model1,38
6r70_11:X:X_model1,69
7lup_7:M:A_model1,75
7zw0_14:N:sW_model1,16
3mgr_4:D:D_model1,70
3j3y_1:BP:2C_model1,8
8bkh_1:A:A_model1,15
7qsn_37:LA:l_model1,81
6v2k_3:C:C_model1,86
3j3q_1:TN:gk_model1,8
3a6n_3:C:C_model1,86
1o1b_4:W:W_model1,90
7x7y_1:A:A_model1,7
3b6g_5:E:C_model1,14
8cf5_71:SB:m_model1,16
7blx_3:C:C_model1,43
3j3q_1:XT:kE_model1,8
8syp_3:G:G_model1,14
3j3y_1:ZKA:iu_model1,8
7pmf_3:C:C_model1,90
7egp_14:S:V_model1,70
2jj1_3:N:N_model1,38
3j3q_1:UQ:hf_model1,8
3j3y_1:GM:5l_model1,8
1myj_1:B:B_model1,88
6snt_51:YA:v_model1,37
3j3q_1:MHA:an_model1,8
3m6g_1:A:A_model1,90
6t20_1:B:B_model1,90
3j3q_1:KG:9V_model1,8
8iht_4:D:D_model1,70
4qlc_5:I:G_model1,14
8cdr_39:MA:M_model1,74
3j3q_1:QJ:e8_model1,8
4u4o_19:TC:c7_model1,0
3j3y_1:FPA:58_model1,8
6tbw_1:A:A_model1,54
3j3y_1:YEA:hy_model1,8
7pf2_4:D:D_model1,79
3j3q_1:VLA:iL_model1,8
5okd_8:H:H_model1,46
7v9s_3:O:Q_model1,14
6mup_4:D:D_model1,56
6t83_23:W:Vb_model1,83
5dgv_4:EC:s2_model1,87
3j78_63:KB:17_model1,0
1rev_1:A:A_model1,22
6jr0_4:H:H_model1,56
5obm_48:ZD:s2_model1,87
3j3y_1:ONA:b6_model1,8
3j3q_1:VIA:iF_model1,8
1ntz_8:H:H_model1,46
7ztc_1:G:G_model1,61
7snq_1:F:F_model1,25
7uti_1:P:R_model1,90
7pm6_3:I:G_model1,90
2aro_1:A:A_model1,14
6nr9_8:P:P_model1,35
8q4a_37:LA:l_model1,81
5b40_3:G:G_model1,86
6lqu_9:I:SK_model1,16
3j34_1:DA:E_model1,8
8smy_3:C:C_model1,14
7nht_12:L:L_model1,92
8c4c_1:G:G_model1,90
7mpj_64:LB:Aa_model1,74
8ic0_2:B:B_model1,21
8svf_4:H:H_model1,70
8aaf_11:K:K_model1,62
3j3q_1:TF:gU_model1,8
8sn8_3:C:C_model1,14
3j3y_1:YJ:i6_model1,8
5vu4_2:F:F_model1,59
8u5h_8:M:S_model1,80
3j3y_1:ZT:t_model1,8
8cf5_37:KA:L_model1,45
3j3y_1:KE:8M_model1,8
4v6i_16:P:AO_model1,91
3j3q_1:OIA:cT_model1,8
8uxw_8:I:I_model1,90
4v8z_26:Z:AR_model1,0
7pmi_2:B:C_model1,90
7nan_12:L:L_model1,92
7vie_5:E:D_model1,21
2rvq_1:A:C_model1,14
8cxb_13:O:Y_model1,60
3j3y_1:MCA:9k_model1,8
1m8q_4:P:3_model1,90
6kix_4:D:D_model1,56
4kz7_1:B:B_model1,54
7zrs_27:AA:AV_model1,83
7u0g_4:H:H_model1,56
8eub_61:IB:Aa_model1,74
4u53_23:XC:d1_model1,83
4u56_24:YC:d2_model1,17
3j3y_1:MW:T_model1,8
7v5g_6:F:F_model1,92
3j3y_1:LF:96_model1,8
2o5b_1:A:X_model1,15
8irt_1:A:A_model1,64
4u4y_61:IB:N5_model1,62
8a2r_1:C:C_model1,90
3j3y_1:VPA:gA_model1,8
3j8i_1:D:G_model1,90
7qso_37:LA:l_model1,81
5l4g_11:K:4_model1,33
3azk_3:G:G_model1,86
4fqr_2:J:J_model1,59
6y9z_1:M:k_model1,8
1hq3_2:B:B_model1,56
5tbw_71:KD:X_model1,17
5avc_3:C:C_model1,86
3m3n_1:B:B_model1,90
6t7i_59:GB:LX_model1,62
1o1g_4:DA:4_model1,90
6esf_4:H:H_model1,70
7u47_4:O:O_model1,34
3j3y_1:KDA:8L_model1,8
7yu7_1:A:A_model1,21
6t7t_62:JB:La_model1,74
6vpv_3:N:C_model1,41
8ceh_37:KA:L_model1,45
3mvd_4:D:D_model1,70
8shn_8:P:z_model1,75
6n8o_37:KA:n_model1,74
8xvg_7:L:K_model1,61
6r91_4:D:D_model1,56
5m1j_78:ZB:E5_model1,5
3b6f_5:E:C_model1,14
8d16_1:C:C_model1,90
6qnw_3:L:L_model1,10
8bqd_35:IA:b_model1,17
8ugj_37:LA:1l_model1,18
3j3q_1:RD:em_model1,8
8afi_1:M:I_model1,85
8cxb_15:Q:a_model1,33
6uz7_65:MB:R_model1,12
5tsx_1:F:F_model1,25
4u6f_43:RD:l6_model1,5
4wzd_26:DC:79_model1,6
1p3o_4:I:G_model1,49
3j3y_1:XI:hM_model1,8
4b2t_1:A:A_model1,44
6uxw_4:D:U_model1,70
3j3q_1:JHA:8j_model1,8
3j3q_1:BI:25_model1,8
3j3q_1:OZ:d_model1,8
6s47_59:GB:BO_model1,91
3j3y_1:TPA:ek_model1,8
8bvw_37:KA:c_model1,49
4v0u_1:M:M_model1,90
3j3y_1:XN:hW_model1,8
6rgq_9:I:I_model1,71
6v2f_1:A:A_model1,25
8vfx_3:G:G_model1,14
6t7t_21:U:SR_model1,0
7scy_5:I:G_model1,86
3j3q_1:GN:6Q_model1,8
8gur_1:A:A_model1,21
4u3u_53:AB:M7_model1,37
7uqz_33:GA:Z_model1,45
3j3y_1:HPA:6a_model1,8
5i4l_15:O:C3_model1,91
8cdl_63:KB:f_model1,87
4uo7_2:F:F_model1,51
7tpt_8:O:O_model1,90
7v5p_1:A:A_model1,88
7v9s_4:L:N_model1,56
6bsj_1:A:A_model1,32
4z5t_4:D:D_model1,56
3j3y_1:HV:6i_model1,8
3j3q_1:V:hy_model1,8
6z1u_3:G:G_model1,38
4zux_4:H:H_model1,80
7ahn_1:B:B_model1,90
4uo2_2:B:B_model1,51
3j3y_1:NHA:aC_model1,8
6iug_1:A:A_model1,61
7v5g_7:N:N_model1,33
3j3y_1:PAA:bP_model1,8
7nht_11:K:K_model1,60
8sfe_6:G:G_model1,24
3j3y_1:AC:13_model1,8
5gxq_3:G:G_model1,86
3j3q_1:AR:1X_model1,8
3j3y_1:NQ:aT_model1,8
3j3q_1:EO:4o_model1,8
1ijj_1:A:A_model1,90
7w38_19:S:t_model1,33
2yjf_1:D:D_model1,90
6qik_20:T:U_model1,37
3j3y_1:W:gN_model1,8
6ltj_3:G:G_model1,14
8sgq_7:O:d_model1,52
1tzy_2:F:F_model1,56
2pyo_5:E:C_model1,14
3m6g_1:B:B_model1,90
3j3y_1:SE:df_model1,8
6n03_1:A:A_model1,19
1a6n_1:A:A_model1,19
8d18_1:B:B_model1,90
7ash_1:J:J_model1,8
1c3b_1:A:A_model1,54
6y5d_3:G:G_model1,14
7pfa_4:H:H_model1,79
8dxl_1:A:A_model1,9
8guj_4:D:D_model1,56
3j3y_1:VU:gH_model1,8
3j3y_1:DW:3q_model1,8
7v9s_4:P:R_model1,56
4u4u_53:CE:m7_model1,37
3j3y_1:F:4d_model1,8
7y00_3:C:C_model1,86
7zpq_43:QA:BE_model1,2
6t1y_1:C:C_model1,90
3j3q_1:GMA:6P_model1,8
7tan_3:C:C_model1,14
3di6_1:A:A_model1,22
5on6_18:R:x_model1,37
7pm8_4:D:C_model1,90
6sef_3:G:G_model1,14
3j3q_1:HN:7F_model1,8
8h1t_3:G:G_model1,14
4u3n_61:KE:n5_model1,62
6y9y_1:B:B_model1,8
6nr8_10:J:D_model1,52
1l0n_8:H:H_model1,46
8e5t_5:E:E_model1,5
8x21_1:D:C_model1,32
3j3y_1:NV:aa_model1,8
8bqx_48:VA:BM_model1,2
3j3q_1:JH:8i_model1,8
7w3m_20:T:t_model1,33
3j3y_1:LN:9M_model1,8
3b63_5:H:H_model1,90
4a0v_1:D:D_model1,66
6nr9_4:L:L_model1,52
3lue_1:A:A_model1,61
3j3y_1:ES:4U_model1,8
5vqz_1:A:A_model1,32
8cah_18:R:Y_model1,91
3j3q_1:QA:dr_model1,8
7zux_9:I:DC_model1,87
6zzx_3:C:C_model1,43
6y5j_2:F:F_model1,53
8fyl_1:A:A_model1,21
6ven_4:H:H_model1,56
7u0g_4:D:D_model1,56
4u4q_19:S:C7_model1,0
8q3m_3:G:GGG_model1,14
8dmx_1:C:C_model1,90
3j3y_1:LPA:9R_model1,8
8j7b_7:G:C_model1,43
7w3k_17:EA:S_model1,92
3j3q_1:XQ:k8_model1,8
7oh3_28:BA:Z_model1,45
4qnb_1:A:A_model1,25
8v26_4:H:H_model1,56
5dgv_64:NE:n8_model1,74
3j3y_1:WOA:gr_model1,8
3j3y_1:QLA:cT_model1,8
3j3y_1:HE:6D_model1,8
7u0i_4:D:D_model1,56
6t7t_41:OA:LE_model1,2
3h4e_1:I:I_model1,25
6zdj_1:C:C_model1,8
7w39_18:R:R_model1,60
8iah_5:R:H_model1,61
8a2t_1:D:D_model1,90
3j3y_1:TC:eJ_model1,8
6eml_23:W:a_model1,83
7wz3_5:J:g_model1,24
4uo2_2:F:F_model1,51
4v88_61:IB:BX_model1,62
3j3y_1:NX:ac_model1,8
3j3q_1:HHA:74_model1,8
6nrb_4:D:D_model1,52
3j3q_1:HGA:72_model1,8
8w9f_7:M:g_model1,14
2w49_5:O:H_model1,90
4u4y_43:RD:l6_model1,5
6vyp_4:N:d_model1,70
5dgv_23:XC:d1_model1,83
3j3y_1:OJ:ay_model1,8
4v4p_3:C:AC_model1,6
4g5s_1:B:B_model1,94
4jxg_1:B:B_model1,54
7ohq_31:EA:a_model1,74
5lyb_4:D:S2_model1,87
6ke6_13:M:SO_model1,91
4ym6_3:C:C_model1,86
3b63_5:N:N_model1,90
6skn_1:M:M_model1,8
7x9y_1:A:A_model1,64
3j3y_1:YHA:i3_model1,8
3j3q_1:SPA:g_model1,8
8fe8_1:A:A_model1,9
5e5a_5:J:H_model1,80
3j3q_1:EL:4i_model1,8
5lex_8:H:H_model1,71
3j3q_1:YX:lB_model1,8
7asl_1:F:F_model1,8
6wkr_11:O:R_model1,14
3j3q_1:WE:iw_model1,8
5gse_4:N:N_model1,56
8sn1_3:G:G_model1,14
6fyx_25:Y:V_model1,23
4u50_23:W:D1_model1,83
1llb_1:A:A_model1,54
7pii_3:C:C_model1,31
3j3y_1:FNA:54_model1,8
8hki_5:I:G_model1,24
3t19_1:B:B_model1,22
7w3c_20:T:t_model1,33
3j4f_1:B:B_model1,8
8cgn_35:JA:L_model1,45
7snq_1:B:B_model1,25
3m8p_1:A:A_model1,22
6smu_1:E:E_model1,8
6kll_1:C:C_model1,90
6ik9_1:D:C_model1,32
6y5k_2:B:B_model1,53
3j3q_1:SYA:gH_model1,8
4wu9_4:H:H_model1,70
7c0m_3:G:G_model1,86
6woo_29:CA:a_model1,74
3j3y_1:RF:cz_model1,8
5vtq_2:F:F_model1,59
3j3y_1:JC:7a_model1,8
4ym6_4:D:D_model1,56
3j3q_1:ZOA:ls_model1,8
7o3c_8:R:S_model1,96
3j3q_1:BTA:2S_model1,8
1k0t_1:A:A_model26,41
3w99_3:G:G_model1,86
3j3q_1:HMA:7E_model1,8
7x0s_1:J:z_model1,75
7ktq_4:H:H_model1,56
5obm_8:IC:l6_model1,5
7ash_1:B:B_model1,8
3j3q_1:BF:2_model1,8
5dat_23:XC:d1_model1,83
3j3y_1:BT:2K_model1,8
6kdn_1:A:A_model1,32
8qyo_8:H:H_model1,71
5fug_2:B:B_model1,56
3kxb_4:H:H_model1,70
5mva_1:W:W_model1,90
1mdu_2:D:E_model1,90
5lf6_14:N:a_model1,33
3j3q_1:YNA:kt_model1,8
7qj6_1:A:e_model1,61
3j3y_1:FH:4s_model1,8
2aso_1:A:A_model1,90
5fcj_15:PC:c3_model1,91
3j3q_1:RB:ei_model1,8
7cow_6:N:N_model1,56
5tgm_4:EC:s2_model1,87
6djn_1:D:D_model1,90
8r8w_1:A:A_model1,15
3j3y_1:HAA:66_model1,8
3j3q_1:IQ:8A_model1,8
5b24_3:C:C_model1,86
8y0u_20:T:LP_model1,37
6nr8_8:P:J_model1,13
4dc8_1:A:A_model1,15
4u51_43:QA:L6_model1,5
8agu_3:C:C_model1,37
6nwa_3:C:C_model1,41
5t62_27:AA:k_model1,62
6r0c_4:H:H_model1,34
3lan_1:B:B_model1,22
8bzl_11:Y:Y_model1,60
8g8b_4:D:D_model1,70
5xm1_3:G:G_model1,86
6y5e_4:D:D_model1,56
7otn_1:A:A_model1,47
8ots_3:C:C_model1,86
6z1r_3:G:G_model1,38
6woo_26:Z:X_model1,62
6pgk_3:C:N_model1,41
6uc0_1:G:G_model1,90
7nvl_3:C:D_model1,52
7evy_1:A:A_model1,21
8v7l_4:H:H_model1,70
7o3h_8:H:H_model1,96
6y9x_1:K:e_model1,8
3j0s_1:H:H_model1,61
6tb3_38:LA:BT_model1,55
3j3q_1:NB:bP_model1,8
4u53_4:EC:s2_model1,87
1kx4_5:F:D_model1,70
3j3q_1:BKA:2A_model1,8
7u47_3:R:R_model1,31
4u56_15:O:C3_model1,91
7pdz_3:C:I_model1,61
2hf4_1:A:A_model1,61
3j3y_1:PIA:bf_model1,8
3j3y_1:SPA:e1_model1,8
7nao_13:AA:M_model1,33
5b1l_4:H:H_model1,56
3j3y_1:BKA:23_model1,8
3j3q_1:FL:5X_model1,8
3j3y_1:IMA:7C_model1,8
7n8b_67:OB:BW_model1,17
4v88_11:LC:CJ_model1,16
6tb3_25:Y:a_model1,83
4e3i_1:B:B_model1,54
8g57_4:H:G_model1,14
6ke9_4:D:D_model1,56
3j3y_1:LDA:93_model1,8
3j3y_1:GMA:5m_model1,8
4wqu_3:JB:CC_model1,11
1mni_1:B:B_model1,88
3j3q_1:AFA:1A_model1,8
3j3q_1:PJA:dK_model1,8
5t62_30:DA:n_model1,74
5ood_1:C:C_model1,90
5gt0_4:H:H_model1,34
8i7v_2:B:B_model1,21
3j34_1:S:f_model1,8
8cvs_12:L:L_model1,92
7wg5_3:C:AC_model1,43
3j3q_1:TQ:gq_model1,8
1hgg_2:B:B_model1,53
8cdr_83:EC:y_model1,17
3j3q_1:HOA:7I_model1,8
7x3w_3:C:C_model1,40
6qb8_1:A:A_model1,7
4m63_2:C:C_model1,61
6upv_2:G:E_model1,90
8evr_8:H:BJ_model1,16
2mya_1:A:A_model1,19
7krc_1:A:A_model1,9
3j3q_1:TYA:h6_model1,8
4u4y_43:QA:L6_model1,5
7whg_1:B:B_model1,90
6ijo_3:C:C_model1,43
8kd3_8:J:R_model1,70
5oxv_3:L:M_model1,40
3j3q_1:OYA:cz_model1,8
5xte_5:P:R_model1,96
8yvg_9:AA:S_model1,28
2o5s_1:A:X_model1,15
1k0t_1:A:A_model30,41
6skn_1:B:B_model1,8
6gsm_25:Y:V_model1,23
6nsg_2:B:B_model1,51
7by0_4:H:H_model1,56
3j3q_1:EQA:4t_model1,8
7uti_1:F:H_model1,90
5on6_59:ZC:s9_model1,16
4u4u_53:AB:M7_model1,37
3j3q_1:YM:kq_model1,8
1hgi_2:D:D_model1,53
7qyb_31:SA:s_model1,92
4kz8_1:A:A_model1,54
3j3y_1:EIA:4B_model1,8
7v9k_3:C:G_model1,14
5dc3_4:D:S2_model1,87
7w3k_16:P:r_model1,60
1kvm_1:A:A_model1,54
7xfj_3:G:G_model1,49
4u56_11:K:S9_model1,16
3j3q_1:F:5A_model1,8
1p34_4:I:G_model1,49
7scz_6:J:H_model1,56
8uz0_1:H:Q_model1,90
3j34_1:JA:Q_model1,8
6s05_22:V:W_model1,62
5lez_12:Z:Z_model1,92
3j3y_1:OZ:bM_model1,8
3j3q_1:AY:1l_model1,8
8w9e_7:M:g_model1,14
5tgm_19:S:C7_model1,0
5mc6_19:S:R_model1,87
4nm8_2:D:D_model1,59
3j3q_1:UY:hv_model1,8
3j3y_1:QCA:cB_model1,8
3j3y_1:IKA:78_model1,8
3j3y_1:PMA:bn_model1,8
8off_4:G:Ab_model1,14
8f8q_1:A:A_model1,90
4u4y_24:X:D2_model1,17
8iej_1:E:G_model1,14
6uz7_69:QB:V_model1,23
6msb_33:VA:t_model1,33
6gq1_70:RB:AM_model1,17
6vec_1:I:I_model1,90
7qxp_31:EA:S_model1,92
3j3q_1:WJ:j5_model1,8
5lf6_14:CA:M_model1,33
4u3m_4:D:S2_model1,87
6hhq_28:BA:AA_model1,45
6t83_23:XC:w_model1,83
8pkj_4:H:H_model1,34
7u8l_2:B:B_model1,51
8thx_1:D:D_model1,61
5gjr_32:TA:u_model1,33
3j3q_1:MEA:ah_model1,8
5vqv_1:A:A_model1,32
6a5p_19:W:h_model1,56
3j3q_1:BC:1u_model1,8
3j3q_1:SMA:fu_model1,8
8cbj_31:EA:V_model1,83
3j3q_1:BQ:2L_model1,8
6y5j_2:E:D_model1,53
7mpi_14:N:BN_model1,91
3j3y_1:HT:6g_model1,8
7naq_12:Z:Z_model1,92
8d16_1:D:D_model1,90
8agz_49:WA:w_model1,55
7o7f_1:A:A_model1,21
7uuw_1:C:C_model1,90
3j3q_1:SK:fp_model1,8
7ztd_1:H:H_model1,61
3x1s_3:C:C_model1,14
2gwk_1:B:B_model1,90
3j3y_1:VQA:gC_model1,8
3j3y_1:MPA:K_model1,8
6znm_2:B:H_model1,61
7zuw_61:IB:BW_model1,62
4a0w_1:C:C_model1,66
5nbl_2:D:D_model1,61
3j3q_1:YY:lD_model1,8
7ug6_30:DA:a_model1,74
5tbw_62:BD:O_model1,91
6ler_3:M:M_model1,14
3j3q_1:BAA:1r_model1,8
8sgl_8:P:z_model1,75
2zsq_1:A:A_model1,19
8kd5_5:F:R_model1,70
7uxf_1:C:C_model1,90
7a37_1:B:B_model1,48
5x7x_4:D:D_model1,56
8x1c_2:B:B_model1,34
8ccs_82:DC:y_model1,17
8esu_1:A:A_model1,88
3j3q_1:DC:3a_model1,8
4u4r_63:KB:N7_model1,45
3j3y_1:KL:8a_model1,8
3j3y_1:RNA:dF_model1,8
1p3p_5:F:D_model1,93
3j3q_1:ZM:ln_model1,8
7b7d_20:T:G_model1,0
7xvl_4:D:H_model1,56
8agx_3:C:C_model1,37
8hy0_4:H:H_model1,70
2hdr_1:A:A_model1,54
2w6g_3:G:G_model1,38
6msk_32:FA:S_model1,92
6skn_1:P:P_model1,8
3j3y_1:DRA:3k_model1,8
4u3u_43:QA:L6_model1,5
3j3y_1:UCA:f2_model1,8
4u3m_53:AB:M7_model1,37
7pmj_3:C:C_model1,90
8rv2_1:A:A_model1,90
7v30_26:AA:c_model1,18
6l4a_4:R:R_model1,56
5jlh_1:B:B_model1,61
8xzi_2:B:A_model1,64
7e8i_5:E:C_model1,14
7ohp_16:P:P_model1,37
4u4y_19:TC:c7_model1,0
3j3y_1:PK:bi_model1,8
6kdo_1:A:A_model1,32
5ood_1:E:E_model1,90
3kle_1:G:M_model1,32
6nrd_8:H:H_model1,35
4jxv_1:B:B_model1,54
8ru2_1:B:C_model1,61
4u4n_61:KE:n5_model1,62
6n8j_10:J:E_model1,5
7u50_4:D:D_model1,34
8rad_1:A:A_model1,15
7v9c_6:J:H_model1,56
7vif_5:E:D_model1,21
8ib2_2:D:D_model1,61
1mqn_2:D:E_model1,51
7vwl_11:K:c_model1,18
7u51_4:H:H_model1,34
7ahq_1:D:D_model1,90
3j3q_1:LS:aI_model1,8
7nkx_14:N:d_model1,80
8t31_1:G:G_model1,85
